game_result,game_id,mr_x_algo,cop_algo,mr_x_avg_distance_to_cop,avg_distance_between_cops,mr_x_avg_reward,cops_avg_reward
2,533,1,3,11.737786798791598,3.6268284850764068,9.263963622954167,-2.920709466079377
