game_result,game_id,mr_x_algo,cop_algo,mr_x_avg_distance_to_cop,avg_distance_between_cops,mr_x_avg_reward,cops_avg_reward,train_iteration
2,1,1,3,8.10394379828101,7.6817605916431235,2.747753594175,0.1411990039533849,550
2,10,1,3,8.450632846348066,6.340105883889758,4.858945397908333,-1.132625704512933,550
2,11,1,3,8.320939190321274,6.664477565941108,4.143712640166666,-1.2234549008599578,550
1,12,1,3,10.802917787222013,9.186629281399236,-3.4443959077476185,1.5175397896385614,550
2,13,1,3,7.803316172911025,10.134650921469364,1.6590404633166669,0.0656798939667665,550
2,14,1,3,8.837066536583565,9.39624482072962,2.8841167061083333,0.132672849696663,550
2,15,1,3,12.107148284896548,7.1871456659601405,9.743744833745836,-3.285945119217136,550
1,16,1,3,6.759714935888178,11.190841542876845,-8.467343049642858,5.500098564793645,550
2,17,1,3,10.479711169864146,4.174016382827104,7.0284857046875,-2.0084587772530957,550
2,18,1,3,12.833085141444135,3.2643918310424325,10.753561000841666,-3.1786384424023733,550
2,19,1,3,10.214480383596165,9.257611418826814,4.346522107608334,-1.568583031797804,550
2,2,1,3,10.613358787158,4.242074261078374,8.141459223708333,-2.0444079518649154,550
2,20,1,3,10.11255255602776,7.118829052588413,7.9286412688875,-2.1764300095011104,550
2,21,1,3,8.5347562108332,6.21763332229713,4.666847001150001,-1.0024644029930534,550
2,22,1,3,9.365051126342657,10.988585768604551,3.5918806699625,-0.9598609387783408,550
1,23,1,3,5.798823003458932,6.98937710073613,-15.986345148200002,14.003791444061807,550
2,24,1,3,10.509747992895528,5.230745779072348,7.454508684691667,-2.240428463984969,550
2,25,1,3,10.288760999885293,6.72950759873489,7.557940541025,-1.9592099544454609,550
2,26,1,3,10.73398648496822,4.336449757666517,7.535252771054167,-2.736803557628308,550
2,27,1,3,7.034508808082898,6.337798888888081,1.8562147693250004,0.1511942213460773,550
2,28,1,3,9.168489491811934,6.324279322171296,4.1343880291833335,-0.923403677927752,550
2,29,1,3,9.242784949921631,8.972460850126284,4.052396352529167,-1.370203131536936,550
2,3,1,3,10.932481238452736,6.607439587057833,7.059875727550001,-2.524980796397726,550
2,30,1,3,9.923388641039724,7.359063115426217,5.865908552783334,-1.4267811103321273,550
2,31,1,3,7.010687161027261,8.198615590415045,2.1812256593666666,1.1055457700675766,550
2,32,1,3,7.571198681843023,6.730527110048642,2.043890138354167,0.1515357014082873,550
2,33,1,3,8.04992059565972,7.802726059254724,2.931018370691666,0.0349974928657437,550
2,34,1,3,11.367073034800818,9.276134477449034,7.481251640016666,-2.3415806249649265,550
2,35,1,3,9.657788401806188,8.377112636839527,6.708234366629167,-1.6599475332681892,550
2,36,1,3,9.122390994323576,7.680241558841391,2.61355268515,-0.6251241690731999,550
2,37,1,3,7.5799405914626545,8.538797999046283,2.036787454166667,-0.2596728968730488,550
2,38,1,3,9.276681322366043,7.29583402695922,3.037552481058333,-1.1294164187843512,550
2,39,1,3,11.070490175159756,5.74998998302037,6.710918594175001,-2.1276896542953225,550
2,4,1,3,10.132199734636048,7.74110162174939,6.530470719904167,-2.2812649733703108,550
2,40,1,3,9.12101841969037,7.566875218752155,3.7759111516833337,-0.9301892199358583,550
2,41,1,3,10.151634701106538,7.747923647139021,3.4005558062208334,-1.3305091185666338,550
2,42,1,3,8.262320165181437,7.507961295274048,3.2736951257125,-0.1892384045105596,550
2,43,1,3,9.465717903176476,7.139457093878177,5.426838444104166,-1.6103090126595252,550
2,44,1,3,9.09772082332293,8.235937720540756,4.3954264542375,-0.9858429373982976,550
2,45,1,3,6.994922529745581,9.048890870743197,1.6678046169083334,1.0242067727201531,550
2,46,1,3,9.780204230622845,8.270280918166641,3.6817115918916654,-1.2997696392664644,550
1,47,1,3,7.960661907311601,10.478811542809096,-5.524531230818182,4.315124352709305,550
2,48,1,3,9.558989322552014,7.930738366608288,3.8383764862166663,-0.8212633741818611,550
2,49,1,3,10.481065032788146,5.928393328174072,6.374687554137499,-2.590008556390407,550
2,5,1,3,11.000630367979682,6.192427061599048,7.832134309191667,-2.4143559408971305,550
2,50,1,3,6.840180252442162,7.562186792444919,2.3867994330166664,1.1975090497107663,550
2,6,1,3,10.15530226795173,6.7719577420964105,6.606901081033334,-1.0856503435982632,550
2,7,1,3,13.372613007946503,6.122054404699921,10.2003486130125,-3.366041371501279,550
2,8,1,3,9.405690599829668,5.946469017764965,5.567236503320834,-1.4652022822424715,550
2,9,1,3,11.315366381623614,3.945455029430175,8.443863363583333,-2.5056275067888354,550
