game_result,game_id,mr_x_algo,cop_algo,mr_x_avg_distance_to_cop,avg_distance_between_cops,mr_x_avg_reward,cops_avg_reward
2,8550,1,2,9.311586700489064,11.369294508730556,4.4598474635625,-1.114880116102334
