game_result,game_id,mr_x_algo,cop_algo,mr_x_avg_distance_to_cop,avg_distance_between_cops,mr_x_avg_reward,cops_avg_reward
2,1630,1,2,8.246701036918706,11.91088053978774,2.897453714045833,-0.4070598822334359
