game_result,game_id,mr_x_algo,cop_algo,mr_x_avg_distance_to_cop,avg_distance_between_cops,mr_x_avg_reward,cops_avg_reward
2,58,2,1,5.1315767593503745,2.865601336007519,0.007240052591666786,2.589364053197036
