game_result,game_id,mr_x_algo,cop_algo,mr_x_avg_distance_to_cop,avg_distance_between_cops,mr_x_avg_reward,cops_avg_reward
2,5,2,1,10.595936923871465,3.664163488091244,3.4435025738125,-2.6952114741182824
