game_stats,"{'game_result': 2, 'game_id': 0, 'mr_x_agent': 1, 'cop_agent': 1}"
rounds_stats,"{1: {'mr_x_avg_distance_to_cop': 7.826241324609298, 'avg_distance_between_cops': 6.332637348207511}, 2: {'mr_x_avg_distance_to_cop': 6.766367204753753, 'avg_distance_between_cops': 6.189564701436652}, 3: {'mr_x_avg_distance_to_cop': 6.69694421656752, 'avg_distance_between_cops': 5.854860063735631}, 4: {'mr_x_avg_distance_to_cop': 5.891131026302701, 'avg_distance_between_cops': 5.711787416964771}, 5: {'mr_x_avg_distance_to_cop': 5.394891747723672, 'avg_distance_between_cops': 4.928650381067042}, 6: {'mr_x_avg_distance_to_cop': 5.615170595627248, 'avg_distance_between_cops': 3.2169892001050897}, 7: {'mr_x_avg_distance_to_cop': 5.068622718638626, 'avg_distance_between_cops': 2.414213562373095}, 8: {'mr_x_avg_distance_to_cop': 4.515814155767628, 'avg_distance_between_cops': 2.118033988749895}, 9: {'mr_x_avg_distance_to_cop': 2.3874258867227933, 'avg_distance_between_cops': 1.5}, 10: {'mr_x_avg_distance_to_cop': 1.5500938466242948, 'avg_distance_between_cops': 1.618033988749895}, 11: {'mr_x_avg_distance_to_cop': 2.7748517734455866, 'avg_distance_between_cops': 2.2882456112707374}, 12: {'mr_x_avg_distance_to_cop': 3.86851709182133, 'avg_distance_between_cops': 3.1622776601683795}, 13: {'mr_x_avg_distance_to_cop': 4.636213041769623, 'avg_distance_between_cops': 1.8251407699364424}, 14: {'mr_x_avg_distance_to_cop': 5.039300293183904, 'avg_distance_between_cops': 1.8251407699364424}, 15: {'mr_x_avg_distance_to_cop': 5.343643243895546, 'avg_distance_between_cops': 2.118033988749895}, 16: {'mr_x_avg_distance_to_cop': 5.909226519256536, 'avg_distance_between_cops': 2.23606797749979}, 17: {'mr_x_avg_distance_to_cop': 6.7577867664088425, 'avg_distance_between_cops': 1.618033988749895}, 18: {'mr_x_avg_distance_to_cop': 5.952289158493371, 'avg_distance_between_cops': 2.699172818834085}, 19: {'mr_x_avg_distance_to_cop': 6.4044579711131675, 'avg_distance_between_cops': 2.58113883008419}, 20: {'mr_x_avg_distance_to_cop': 6.330196521135201, 'avg_distance_between_cops': 2.802775637731995}, 21: {'mr_x_avg_distance_to_cop': 6.898564668892167, 'avg_distance_between_cops': 2.9208096264818897}, 22: {'mr_x_avg_distance_to_cop': 6.623160398130234, 'avg_distance_between_cops': 2.5098824189185422}, 23: {'mr_x_avg_distance_to_cop': 5.7800309184733125, 'avg_distance_between_cops': 2.414213562373095}}"
