game_result,game_id,mr_x_algo,cop_algo,mr_x_avg_distance_to_cop,avg_distance_between_cops,mr_x_avg_reward,cops_avg_reward
2,7,1,2,4.995365166734483,8.6859327965006,0.29532782167083305,1.86976975148425
