game_result,game_id,mr_x_algo,cop_algo,mr_x_avg_distance_to_cop,avg_distance_between_cops,mr_x_avg_reward,cops_avg_reward
1,5221,2,2,2.531481544700875,2.9470622064630874,-12.00004231265,11.964927701700143
