game_result,game_id,mr_x_algo,cop_algo,mr_x_avg_distance_to_cop,avg_distance_between_cops,mr_x_avg_reward,cops_avg_reward
1,1453,2,1,4.019611021827476,3.667794742312625,-7.145635634555556,7.996080014253412
