game_result,game_id,mr_x_algo,cop_algo,mr_x_avg_distance_to_cop,avg_distance_between_cops,mr_x_avg_reward,cops_avg_reward
1,3314,2,1,3.915807069647912,5.2273767938235665,-19.992557210033336,18.74867101014566
