game_result,game_id,mr_x_algo,cop_algo,mr_x_avg_distance_to_cop,avg_distance_between_cops,mr_x_avg_reward,cops_avg_reward,train_iteration
1,1,3,3,4.154980810544743,4.13437955496066,-11.819678481533336,9.821423362430954,10
2,10,3,3,4.838021216522767,7.398664843099623,0.5099210793166667,2.5462637688889185,10
2,100,3,3,5.945214861694535,7.552772221519081,2.085058059525,1.2060112933981542,10
2,11,3,3,6.538903529904315,5.037013066422363,2.9490716065,-0.7588640133881207,10
1,12,3,3,7.66345251978013,4.936338247827532,-6.292917209,5.193081419699703,10
2,13,3,3,5.832811799276311,6.566012409246727,2.2041009052791667,1.4039262906640575,10
2,14,3,3,6.502799881445765,10.514933320557503,0.9994014197874996,1.562517334049745,10
2,15,3,3,7.950433825181556,7.966083819980583,1.1696372690291663,0.4858676110595925,10
2,16,3,3,7.6443175301793955,7.040400953789681,2.8462980738625,-0.6735444195554542,10
2,17,3,3,11.706793027683544,11.67825951175196,9.466006990016666,-2.554028471144689,10
2,18,3,3,7.1880299665335246,6.614408638336514,2.6327989054666667,0.3536177923857311,10
2,19,3,3,8.073208927491732,5.68121047115221,4.653450156004167,-1.0744689689485745,10
2,2,3,3,9.261052278055638,6.380914127532239,3.722102983641667,-1.318608985466747,10
1,20,3,3,8.350783638196868,12.526175457295302,-54.6484601976,41.38736231928758,10
2,21,3,3,6.957469603254879,6.964285067799435,2.252813919745833,0.5446473496612857,10
2,22,3,3,9.850926839379582,12.56498395061322,6.740768244008334,-2.282092364949228,10
2,23,3,3,8.162352843335253,8.366605408337382,2.1178104242416667,0.196055982772998,10
2,24,3,3,8.060177786686268,10.013642021387698,3.520804627533334,-0.6992903014350741,10
1,25,3,3,3.0874685083187896,4.631202762478185,-54.6484601976,41.07553895369037,10
2,26,3,3,5.815980976235891,4.205129813641531,1.606785474325,1.4796642863618796,10
2,27,3,3,5.835771167315063,9.91988656677578,0.8505054235541664,1.4553369368213211,10
2,28,3,3,6.760678313680825,9.116978142901578,2.936137388829166,-0.0175205829869609,10
1,29,3,3,4.926655237814511,5.00845731270492,-11.92378827238,10.704229315147966,10
2,3,3,3,7.932119495703116,7.930728290727683,3.045903187379166,-0.5605101682820405,10
2,30,3,3,9.548343849905038,8.765551436699782,4.201439242108334,-1.5926801777247634,10
2,31,3,3,8.011636461039814,10.147642489375722,0.1842579482874999,0.4777530672012627,10
2,32,3,3,7.346456665038758,9.515052455497475,3.4909463948666666,-0.4663143023144909,10
2,33,3,3,9.015796317310588,7.082972782999946,4.972094276691666,-1.019716660501241,10
2,34,3,3,8.824554647922286,6.8545089102386925,3.8789783589,-1.4502335150812653,10
2,35,3,3,6.41328129638755,7.562215787904144,0.2131210470291667,1.1783782843656618,10
2,36,3,3,7.578437880327272,6.507979357791361,1.9127985393125,0.5395244110229211,10
2,37,3,3,6.9721624474727095,9.786972717865678,1.2349839181166666,0.2418026787056708,10
2,38,3,3,7.305247897121279,12.059520446852694,2.3682029648666667,-0.1834050266825733,10
2,39,3,3,6.822384638538328,8.079768194268988,3.0963573735416667,0.8276719305112277,10
2,4,3,3,7.274295974690607,4.196446682754121,3.826740562675,-0.3167164793218873,10
1,40,3,3,5.969022024557265,8.159795120753097,-12.95164135276,8.182337642045296,10
2,41,3,3,7.93205333678907,9.806508453123229,2.8584351321,0.038865883801008,10
2,42,3,3,6.443738135276603,7.373260747895029,0.3203806146999999,1.396308155663754,10
2,43,3,3,8.039332054479182,6.5075235239756895,4.605108626579166,-0.165112047137547,10
2,44,3,3,7.636209248080244,5.924957293832473,3.382399689683333,-0.6784431714202354,10
2,45,3,3,5.066359004772622,5.030271152778261,1.1595028480749996,2.320197892580835,10
1,46,3,3,6.097328899466875,5.841891702391287,-3.819795551411112,4.255655020620807,10
2,47,3,3,13.066524986137466,7.55663858308111,11.1136994169125,-3.629634693634682,10
2,48,3,3,11.176459893766898,4.646466836572078,6.6752987335,-2.6965841917710915,10
2,49,3,3,10.183158133044149,5.206100158392995,7.190136886462501,-2.1374342995930813,10
2,5,3,3,9.949174113545824,15.79630358097436,5.988980919083333,-2.0660533416522884,10
2,50,3,3,6.867815294868503,7.443811013755526,1.797479932183333,0.5790449602662413,10
2,51,3,3,8.136845588660945,7.834570383875029,4.5227891934,-1.3872396791989845,10
