game_result,game_id,mr_x_algo,cop_algo,mr_x_avg_distance_to_cop,avg_distance_between_cops,mr_x_avg_reward,cops_avg_reward
2,79,2,1,3.7503099944533567,2.6108533755006462,-5.0343298649333335,4.91412167710461
