game_result,game_id,mr_x_algo,cop_algo,mr_x_avg_distance_to_cop,avg_distance_between_cops,mr_x_avg_reward,cops_avg_reward,train_iteration
2,1,2,1,4.089116312289211,5.285915121010697,-1.6517930470333335,4.689998296478207,680
1,10,2,1,2.920511828805372,4.20372509035059,-9.8631569349125,11.47796678623224,680
1,100,2,1,4.854796695499196,3.5151446310505614,-8.484612996494736,6.547011142401545,680
1,11,2,1,4.811257112279128,4.765978359019089,-7.060119838776923,8.1139817372985,680
1,12,2,1,4.779671441843339,5.316280161233706,-8.246712587142857,7.242104096513272,680
1,13,2,1,2.605600759199296,4.210655057592279,-9.96510384962,10.803000286267942,680
1,14,2,1,3.138308980903868,4.0472502092358855,-9.3277519542375,10.529442325462432,680
1,15,2,1,4.592331204026758,4.58049304504692,-7.530816794169999,8.237203302250961,680
1,16,2,1,5.842613908830495,6.014716674509235,-9.208585701714286,9.25451932391859,680
2,17,2,1,3.301371767704295,3.703839299713431,-6.489662714658334,6.215743454728746,680
1,18,2,1,2.390343518297522,2.929406517618681,-9.716100461194737,9.592411948163845,680
2,19,2,1,3.648684848675423,3.457434212162225,-4.978395576891667,5.35659948193711,680
1,2,2,1,3.3925484283227845,3.641166258229916,-11.655023896042858,11.28689984685438,680
1,20,2,1,3.87430296569578,3.786104942381783,-10.348796933537502,9.869367167719188,680
1,21,2,1,3.3463951477657297,6.9087821936748925,-11.739451179116664,12.229596330067798,680
2,22,2,1,5.002458243864509,3.6759990816488384,-4.3850288727125,3.626245667641365,680
1,23,2,1,4.033877783872713,5.4035062581866455,-9.677110963700002,8.543823905299462,680
1,24,2,1,4.371841652074562,3.969727137971376,-5.227739917594445,7.657462252399952,680
2,25,2,1,2.837867205155804,3.4231353666924487,-6.740820597545834,6.79161846839511,680
2,26,2,1,3.1660090868523763,2.8386723056902565,-5.646342203204166,6.040875288227304,680
1,27,2,1,5.0392140085172095,4.226796131453657,-7.997469686683335,6.294025916600934,680
1,28,2,1,3.2392121257300346,5.946095260652504,-9.5229971149375,10.494919315229824,680
1,29,2,1,4.231749110944695,3.258844946239275,-7.438087898814285,6.853393218458457,680
1,3,2,1,2.201396414579212,3.465251529841814,-11.186549684171428,12.46266555274538,680
2,30,2,1,2.8447835156345387,2.8937647381448968,-4.264544246583333,5.757142164632746,680
1,31,2,1,3.7783574329239262,5.152774906349383,-9.2902084044,8.969193050993942,680
1,32,2,1,2.6586201991285807,3.894316350639017,-7.28673337545,9.25641802817985,680
1,33,2,1,3.760112429642229,5.110046812376242,-8.450095387036363,8.729539230779073,680
1,34,2,1,6.402925076801765,4.587034165386514,-6.679482963422222,5.152752914317345,680
1,35,2,1,3.898064136274787,3.728113232590052,-11.655023896042858,12.097829260271116,680
2,36,2,1,3.3504966250057464,4.8758020964311095,-2.1265063015750005,6.44072482768172,680
2,37,2,1,4.028305803560198,5.21967091005779,-4.860850005970834,5.184242946521013,680
1,38,2,1,2.7072596006200227,4.083857661299992,-7.033733838684211,10.163222923911468,680
1,39,2,1,3.322487618214615,3.3138951056726667,-9.51864982419,8.318520345782714,680
1,4,2,1,5.661362750503524,4.137189275587529,-7.562008424861539,6.730589324993999,680
1,40,2,1,3.2967526793607957,4.622723625872644,-11.3133749556,12.26986091153745,680
1,41,2,1,2.977643142831376,3.834107634382813,-9.983843616271429,8.935256496444783,680
