game_result,game_id,mr_x_algo,cop_algo,mr_x_avg_distance_to_cop,avg_distance_between_cops,mr_x_avg_reward,cops_avg_reward,train_iteration
2,1,3,2,8.30781039519349,11.307539299534284,2.194660604670833,-0.3053720171356275,510
2,10,3,2,10.466367194992952,5.684103588211315,7.064917193287499,-2.0331807861835185,510
1,100,3,2,5.097761164599493,6.320149326042508,-8.897777595175,9.051603068906704,510
1,11,3,2,4.5692129109749136,7.891945085390057,-6.575388776707692,5.994705464264237,510
2,12,3,2,9.371156836589444,3.650748081969269,6.828860000220833,-1.1540380053764183,510
2,13,3,2,5.80796896910985,6.978835000299014,1.1553309766208335,1.642743692150048,510
2,14,3,2,6.187712709551602,5.084170330036122,2.1764804199541667,0.2012262855284637,510
2,15,3,2,11.575744805505876,7.31293434364161,8.19314501465,-2.618948263150928,510
2,16,3,2,8.701784020952854,5.956582913573328,4.099777690624999,-1.8203543705093717,510
2,17,3,2,8.401673957815904,10.780854640457193,4.2761736734875,-0.7614117914561674,510
2,18,3,2,6.471199798095338,4.833659343893541,2.8843279167791667,-0.2618886172210084,510
1,19,3,2,7.230745085115514,5.991320019036216,-3.080508172147369,3.4607625109145173,510
1,2,3,2,8.354920228796352,7.179736634122545,-11.214910421283331,7.386740604447084,510
2,20,3,2,9.372853832476297,7.776177482623505,1.907581453525,-0.4672347997769758,510
1,21,3,2,7.313589787289265,11.15535973592178,-4.051722919512501,3.3258365520617845,510
2,22,3,2,8.366956657357216,7.970923144328474,2.3277734338583334,-0.5000672919303422,510
2,23,3,2,9.567005293583495,3.897712280702247,5.779239955066668,-1.8516314758887145,510
2,24,3,2,10.128523888645857,11.297587949352735,3.3022464209749995,-1.6984746255934728,510
2,25,3,2,7.279551610522631,7.424024229281541,-0.2856410314083334,1.0610409997048311,510
2,26,3,2,7.1187174082500375,9.077681411932014,2.910870593216666,0.0251772682079648,510
2,27,3,2,8.56911970049922,8.304959941431125,3.7618661950166663,-1.317238505608932,510
2,28,3,2,6.604266196432101,11.461363646352815,0.4967073306541665,1.0974899308962516,510
2,29,3,2,8.777615121245733,7.1863194465466576,5.569786033324999,-1.030233258603526,510
2,3,3,2,8.187033828019558,8.373411637917707,3.2998607745625,-1.484980484455237,510
2,30,3,2,11.929766131489291,10.208021354211326,7.476433944079166,-3.190031349837728,510
2,31,3,2,8.528104783888095,11.948924558999837,1.6408751821041665,-0.4054757905649664,510
2,32,3,2,11.028977361459392,10.936705115123166,8.713815562575,-2.9761002127521827,510
2,33,3,2,6.585014023402489,10.047912642865358,0.5124312526999999,1.1508477599098494,510
2,34,3,2,6.980233015252591,11.203717499722934,2.2430719866083333,0.1865515622055654,510
1,35,3,2,6.006266953923412,7.2689572970337295,-5.250873378485715,4.378210323857357,510
2,36,3,2,10.859282262925362,2.383130765509191,7.968573016924999,-2.7507013620996577,510
2,37,3,2,14.608646359404036,4.6949961264670685,12.229486760474998,-4.069804129459347,510
2,38,3,2,7.56988385887113,8.734225320723246,1.5654950484791663,0.7002392839543109,510
2,39,3,2,9.818465400045897,8.084897869846422,4.549613161470833,-2.169770070959741,510
2,4,3,2,5.8755845783428455,9.290715932786483,0.4178151945125001,2.7217016881179625,510
2,40,3,2,7.288637665561694,10.24098970210949,1.9598470536583332,-0.2373048297193359,510
2,41,3,2,12.319938478717036,3.730934478325536,9.550338246883332,-2.7172486847145474,510
2,42,3,2,6.1487567840384,4.125517412731463,2.1154790913125,0.4894431012776435,510
2,43,3,2,11.421658088477358,7.047636667443311,9.513865799675,-3.051896202188168,510
2,44,3,2,10.083094431331938,4.65107866581197,7.618640660174999,-2.5133777310853564,510
2,45,3,2,7.280496307850709,11.530510765259548,1.9637105203291665,0.0484122509354388,510
2,46,3,2,9.167934335380396,10.140196699161656,1.4131928804166665,-0.781881879189966,510
1,47,3,2,3.6692734278718353,4.657867971754095,-5.693262180723529,6.530560276357659,510
2,48,3,2,8.764677857864704,8.918239023385349,3.617408276045833,-1.407281774400591,510
1,49,3,2,7.121703937918608,6.774841387305645,-6.68549818436,5.114574915353455,510
2,5,3,2,9.994204052423692,13.06272911278671,7.1446366450375,-1.8321129383192325,510
2,50,3,2,9.955168214347044,11.354917662852111,7.366056914941666,-1.8094528893029145,510
2,51,3,2,6.61069476512587,7.453211108496771,2.192745118416666,0.5792836579106603,510
2,52,3,2,12.624357477787855,3.168778706592962,10.561973097633334,-3.670261005384961,510
1,53,3,2,5.680069582198302,5.385162949319417,-11.52849071346,9.403917049961787,510
2,54,3,2,6.555439915995439,3.250800043567093,3.2473708766416665,1.0058461347298773,510
2,55,3,2,8.537325700662329,9.85896995379214,3.3742759518166667,-1.2430903982417048,510
2,56,3,2,6.99182121761459,3.5975597171087954,3.5162121975375,-0.6860987896997371,510
2,57,3,2,8.154253257530486,7.3962141020593535,3.0357575750791668,-0.907149211049269,510
1,58,3,2,6.720357587163035,5.382080906672901,-2.3143686316133336,3.6160492909408575,510
2,59,3,2,9.390737571775974,5.340796726133047,3.32498275475,-0.3964161159933164,510
2,6,3,2,9.358867640366045,8.192970503203936,2.7432861470583334,-0.8839871349342245,510
1,60,3,2,5.694046706525995,8.180791455834274,-9.7010980989375,7.737367815460453,510
2,61,3,2,8.392619250119006,13.616376805052392,0.6423843551333336,0.2619952515709596,510
2,62,3,2,10.968519399308342,5.059240101043844,6.434979999829167,-2.507735496170639,510
2,63,3,2,10.454791745965062,6.480161693807297,8.073222447712501,-2.4813064921973726,510
2,64,3,2,7.169293247045623,8.884581032253543,2.793418758645833,-0.1199830944644113,510
1,65,3,2,4.353039068795909,8.946727522096406,-10.2472710086,9.779112682953372,510
2,66,3,2,8.494262308592399,5.208428651703183,3.521577577625,-0.5554708364410058,510
2,67,3,2,7.520088742250824,10.214327220073097,2.917430007666667,0.2537827329499809,510
2,68,3,2,5.949053597257446,5.519202170590752,2.3478985526416665,1.23946112993085,510
2,69,3,2,8.916690250270943,4.924805281436522,6.7204857230208335,-2.02966290811774,510
2,7,3,2,6.6351264232937055,6.557536726801964,2.102979507975,0.8032692339209077,510
2,70,3,2,12.906311814753504,11.889562967315804,10.934227320016667,-3.825872072229135,510
2,71,3,2,11.218372452866092,9.441694252105394,7.615993247291667,-3.0688941194092405,510
2,72,3,2,8.986899576874613,6.401175450400538,2.463372226283333,-0.5386185264875005,510
2,73,3,2,7.275899516313125,10.201717995992842,1.2973400783416666,0.6365803691983364,510
1,74,3,2,5.241203476752002,10.075127644892364,-28.3491760735,23.179155431596744,510
2,75,3,2,6.314297330726428,12.21192674760892,0.6289172601500002,2.6622291153869115,510
2,76,3,2,8.228619208071233,6.555431227528786,1.792122789291667,-0.5114541172866368,510
2,77,3,2,6.920670935425327,7.7442847631865055,2.586121799820833,0.6475148514061468,510
2,78,3,2,6.424284633452539,5.103524830580504,2.1907438020166667,1.5078417029828828,510
2,79,3,2,6.444503505108036,6.715165848056255,-0.1205062571333333,1.4285235579598796,510
2,8,3,2,10.191409374067648,9.262761926679088,3.971107434754167,-1.5277603574295664,510
2,80,3,2,6.640384784685388,8.630451511284958,1.5999283733583332,-0.1528467579235416,510
2,81,3,2,8.099967537754447,7.239725752947947,4.735838027054165,-1.265228055436272,510
1,82,3,2,4.540062569593532,8.558983502104951,-12.7606234759,11.431198275293804,510
1,83,3,2,5.011209836808318,5.240613781838211,-5.745985259453846,6.194000094122866,510
2,84,3,2,4.878986567612753,6.551719634643269,0.7316356635666664,2.060700461637005,510
2,85,3,2,6.551112424943221,4.074164818407626,3.0241981973416667,0.5358773899405107,510
2,86,3,2,8.451843887191622,10.866141973101328,2.2036618759125,-0.8842035109985065,510
2,87,3,2,9.283656215049978,7.31384731588724,3.8966590626166666,-1.412960227100946,510
1,88,3,2,6.331582624785786,10.861463655027991,-2.7197078503500003,2.6479462300857857,510
2,89,3,2,9.250029839718726,7.65772513116426,4.166881472120833,-1.450842617282886,510
2,9,3,2,6.266011157140618,7.471725771460927,2.2815365441875,0.1720252423470149,510
2,90,3,2,8.754665536991729,7.267080968245044,5.4860575632125,-1.9983486194254656,510
2,91,3,2,10.906173843068617,5.575100159607831,5.1130697396375,-2.545122393808022,510
2,92,3,2,6.046574856774011,2.7724596356027598,2.915356429558333,0.7599751992916749,510
2,93,3,2,9.318139875938495,5.477518201940846,7.138251286533333,-1.7669345976416695,510
2,94,3,2,8.026052369095032,9.663342956236823,3.983454629479167,-0.7686274778751309,510
2,95,3,2,9.041288185325708,4.475688336737824,3.8364100630125,-0.8837856730991293,510
1,96,3,2,5.1723564687953045,6.4786575768521,-4.660833766589474,5.092424768917654,510
2,97,3,2,9.584805347596168,3.885052904480424,5.697634951199999,-1.911028868602677,510
1,98,3,2,3.607543843528409,4.250168454492214,-8.382433480887501,8.594988707689529,510
2,99,3,2,6.521476966770362,8.369680512744061,1.8833424709833333,0.6201310867058475,510
