game_result,game_id,mr_x_algo,cop_algo,mr_x_avg_distance_to_cop,avg_distance_between_cops,mr_x_avg_reward,cops_avg_reward
2,9184,1,1,4.977905166652294,3.5309237937314655,1.1815254224291665,4.829350056980609
