game_result,game_id,mr_x_algo,cop_algo,mr_x_avg_distance_to_cop,avg_distance_between_cops,mr_x_avg_reward,cops_avg_reward
2,6755,1,1,4.456661995681864,3.279635570240682,0.7387599861916666,5.547265670590174
