game_result,game_id,mr_x_algo,cop_algo,mr_x_avg_distance_to_cop,avg_distance_between_cops,mr_x_avg_reward,cops_avg_reward
2,7,1,2,8.37098097413834,4.089585646660138,4.2140106895,-1.600769678279358
