game_result,game_id,mr_x_algo,cop_algo,mr_x_avg_distance_to_cop,avg_distance_between_cops,mr_x_avg_reward,cops_avg_reward
2,40,1,2,10.239031084134906,9.01364084357956,0.6724687860916667,-2.0788804660099207
