game_result,game_id,mr_x_algo,cop_algo,mr_x_avg_distance_to_cop,avg_distance_between_cops,mr_x_avg_reward,cops_avg_reward,train_iteration
2,1,1,2,7.067494217309606,6.43801340790251,-1.0930243529541666,-0.590141897330922,1230
2,10,1,2,9.566569770449703,5.459831615678746,5.4800712473625,-1.913647293837089,1230
2,100,1,2,7.903239185508998,8.417329135307973,2.862477233220833,-0.4356794666511703,1230
2,11,1,2,11.77975981054265,7.189783131183364,4.033705408254167,-2.836214749231114,1230
2,12,1,2,8.072147302117061,10.38885269347746,2.803356007350001,-0.108496617693431,1230
2,13,1,2,5.747582540309232,10.063157707140292,1.0147394739208333,1.0121228710298278,1230
2,14,1,2,8.103958163462957,6.92664307449868,4.584901484066667,-1.0163163519386222,1230
2,15,1,2,10.111823184348829,12.280235036164244,5.460429944541667,-1.7980133191917025,1230
2,16,1,2,7.692867904305786,10.105978689774402,3.068278019129167,-0.33889224205803,1230
2,17,1,2,9.62821711417012,6.565100635064261,5.603608940641667,-1.4541369666769832,1230
2,18,1,2,7.977666073073364,3.66035746958686,4.018086887641666,-0.8975833360790745,1230
2,19,1,2,6.9334423640180445,8.573038012627789,1.4965663295624998,0.5099589730608238,1230
2,2,1,2,8.600081315327339,4.082415465252569,4.668575570420834,-1.4645728972056282,1230
1,20,1,2,6.64973940263409,7.6895083696418,-13.1199323132,8.912793087244646,1230
2,21,1,2,8.821869879369524,8.490001383112508,2.3712032158916663,-0.7204463732915672,1230
1,22,1,2,5.209518577124815,8.554912414937364,-6.538353679,7.232467089646302,1230
2,23,1,2,10.666752714683312,8.112498844735967,8.26932569265,-2.6942077007783176,1230
1,24,1,2,3.895087020470197,6.6710101494195,-12.220297378640002,10.163728280277322,1230
2,25,1,2,10.082465840266336,10.895697620473603,2.985072177208333,-1.9520897063234224,1230
2,26,1,2,10.402880466300664,9.351361765465215,4.1556438894125,-2.1181077292220967,1230
2,27,1,2,12.394334215912233,5.402654309968535,6.708276373762501,-2.8675773649543665,1230
2,28,1,2,13.406661108018596,10.980302604836252,4.420967554383334,-3.4436720856687804,1230
2,29,1,2,11.438463270000886,9.296216526426113,6.616105973012501,-3.0938554145630714,1230
2,3,1,2,9.84673840340365,4.272759156249134,5.9820261407375,-2.015880227926636,1230
2,30,1,2,7.734179469473534,7.279629864477616,1.9896980496041663,0.1518892752807507,1230
2,31,1,2,9.347133174715072,6.490038833498384,2.2794215179750004,-0.0014428678459818,1230
2,32,1,2,7.16177443853879,7.990286486262286,1.646019214175,-0.1457298822194353,1230
2,33,1,2,10.14718485115602,7.561427669876103,6.097181862420833,-1.9788042165474244,1230
1,34,1,2,6.57387566104432,10.193008591492374,-3.9223792833818174,3.1929695189653136,1230
2,35,1,2,9.194589180286622,4.401686574876352,4.565608295250001,-1.6870290958029142,1230
2,36,1,2,9.389909381780216,8.814224653341897,2.4049484027,-0.9839695429136804,1230
2,37,1,2,10.375893240980162,6.513370123451813,6.772591054533334,-1.9732432342494528,1230
2,38,1,2,8.965782667630288,6.07895192082244,5.284497233825,-1.203866477852581,1230
1,39,1,2,6.148083426140296,6.35917360311745,-54.6484601976,40.85078938790725,1230
2,4,1,2,9.695964653923228,7.890341068285586,5.360730193725,-1.869989464313189,1230
2,40,1,2,9.658720580373856,5.267084651246722,4.977447390908334,-1.441649292055562,1230
1,41,1,2,9.199076902144247,11.540555988626636,-8.2695737427,5.626582967870493,1230
2,42,1,2,11.025272674120211,4.849559250157163,5.747006956604167,-2.811614337956408,1230
2,43,1,2,7.067245751910906,8.67505513071305,2.233706141875,-0.5396670783283303,1230
1,44,1,2,11.120750316401145,10.427128006532936,-1.7083230584173916,0.6915399799992537,1230
2,45,1,2,11.293443925929529,7.537457128819679,6.643955963283332,-1.7932002042733968,1230
2,46,1,2,6.878029628903154,7.5018004709484,2.573163029320833,0.3010028488471053,1230
2,47,1,2,11.944356756844456,3.1121739355219256,9.840003657891666,-3.044462556869092,1230
2,48,1,2,10.05265186640634,4.393198547878461,6.089349621229167,-2.022974348004827,1230
2,49,1,2,10.37195100752299,10.49645308922559,7.199804572075,-2.723071230450118,1230
2,5,1,2,8.857233139487215,8.195222834838944,5.012740807304167,-0.4951215360835553,1230
2,50,1,2,7.209697830415345,7.34167495664794,4.168566457058334,-0.6178795124023814,1230
1,51,1,2,5.695405591415216,5.515532958823138,-9.450908596614283,9.375181218227286,1230
