game_result,game_id,mr_x_algo,cop_algo,mr_x_avg_distance_to_cop,avg_distance_between_cops,mr_x_avg_reward,cops_avg_reward
2,3,2,1,9.148663117076188,6.24476519139225,5.163479917870833,-1.9516366231514752
